,Bank_Name,Bank_Type,Location,Bank_Caption,User_Name,Bank_Rating,Rating_Comment,User_Comment
10768,Oriental Insurance,Car Insurance, mumbai,"""Don't recommend this policy""",ANONYMS,5.0,Blown,"                              My car insurance policy was taken from Oriental  because this policy was suggested by my agent. I am paying the premium amount of Rs. 4000 nearly. This is a First party cover policy. Since my car is new, for the first year, they are giving a zero depreciation. "
10769,ICICI Prudential,Life Insurance, mumbai,"""Secure life with a term policy""",ANONYMS,4.0,Great,"                              Bought my term plan from ICICI Prudential and i have closed the fore-closed policy from ICICI prudential which is a pension policy and wealth plus hence i have chosen the term plan. It was a ULIP plan earlier. In this ICICI terms, critical illness also covered. I am satisfied with the coverage value. I need to keep a balance in my account when they are taking a premium."
10770,LIC,Life Insurance, mumbai,"""LIC for life""",ANONYMS,5.0,Blown,                              LIC is a hassle free company and one of my colleague is working as a LIC agent and the deduction is happening from the salary. It is a Jeevan Anand policy. I have been paying the premium amount of Rs. 5000 approximately on a monthly basis and its a long term plan of 20 years. 
10772,HDFC Bank,Personal Loan, mumbai,"""Hassle free loan but costly """, BARMA,4.0,Great,                              Taken my personal loan from HDFC bank long time before. I got the loan offer from them hence i took it. I have bought the loan amount of Rs. 4 lakhs and the given interest was high which is 14%. It was a normal closure. I had selected the tenure period of 5 years. 
10774,ICICI Bank,Car Loan, mumbai,"""Good bank to have a car loan""", BISHA ,5.0,Blown,"                              As on date, their customer care service is not required since my payments are on time. They have not called me regards to anything. ICICI option given from the car dealer hence i have taken the same. Confirmation has come within 2 days and the dealer has done everything from my side. "
10775,SBI Cards,Credit Card, mumbai,"""Good Card""", BISHA ,4.0,Great,                              SBI is a new card and i have not used that much. I have been using the card from the month of April. Certainly the features are good hence i got the card. Its a Prime card and I'm convenient with the bill cycle. I have not contacted the customer care service till now. 
10776,HDFC Bank,Credit Card, mumbai,"""Limited access card""", DEB ,4.0,Great,"                              I have taken the Diners clubmiles card because i got the offer from the corporate end. This card known for the offers available in various hotel for dining. They given credit limit is sufficient for me and they are charging a annual fee of Rs. 3000. Once its done, i will not continue with the card and i freeze this account. The card is not acceptable everywhere. "
10777,Citibank,Credit Card, mumbai,"""Good Card""", DEB ,4.0,Great,"                              I am holding a rewards credit card from CITI bank and there is no such choice they have given to choose the card variant.  On the flights and hotel booking, i get the discounts offered on the CITI bank. I never faced any issues on this card till now."
10779,IndusInd Bank,Credit Card, mumbai,"""User friendly card""",AJAY,4.0,Great,"                              The sales people has given me a benefits in terms of life time free benefits thats why i have chosen the card. They have discussed about the other benefits as well like petrol sur charges waiver, movie tickets and dining discount.  I have received the card within 10 working days. While booking movie tickets, they said its 1+1 free which i could not availed till date. "
10781,IndusInd Bank,Credit Card, pune,"""Good Service""",RAKESH ,4.0,Great,"                              I am using Indusind Bank credit card whichwas recivedthrough online .The agent gave a clear picture about the card process .The credit limit was very less  it was upto 50,000.There was no difficulties faced so far on using this card .This was a free card  and not used cash back offers and reward points ."
10782,review,Other Loan, bangalore,"""Excellent Service""",YAN,5.0,Blown,                              I am using Paytm for more than 4 years. It is an easy for an accessible. KYC process was done on easy and on time. Mobile app is very user friendly. Some time I faced an issue when doing transactions. It is convenient to use for many purpose like recharge and bill payment. I use to get  cash back for the transactions.
10783,Citibank,Credit Card, new,"""Good Service""",RAJKUMAR  ,3.5,Pretty,"                              I am using Citi Bank credit card which was applied through Online .I have got all the required information about the card process .I have got the credit card on time ,The credit limit was good and it was really sufficient as well .I have submitted the  required documents on time as well .
"
